""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"baseline_time"	"comparison"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"signature_source_url"	"comments"	"is_model"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subm_obs_id"	"uniq_obs_id"	"response_component_original"	"response_comp_cnt"	"target_pathogen_1"	"target_pathogen_2"	"target_pathogen_3"	"signature_file"	"complete_signature_file"
""	"hipc_gene_26755593_4"	"2016.02"	"hipc_gene_26755593_4"	"peripheral blood mononuclear cell"	"EFCAB2"	"gene expression"	"up"	"MF59-adjuvanted"	"1"	"Days"	"time of vaccination (second dose)"	"1d (postboost)-0d (pre-imm)"	"2012"	"Fluad"	"VO_0004281"	""	"children (14-27m)"	"26755593"	"2016"	"Fig S5 (left)"	"<a href = 'http://www.pnas.org/lookup/suppl/doi:10.1073/pnas.1519690113/-/DCSupplemental' target='_blank'>DCSupplemental</a>"	"ATIV"	""	"https://www.ncbi.nlm.nih.gov/pubmed/26755593"	"children"	"14"	"27"	"months"	"4"	"49"	"EFCAB2"	"40"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipc_gene_sig_26755593_4.txt"	"hipc_gene_sig_complete_26755593_4.txt"
""	"hipc_gene_26755593_4"	"2016.02"	"hipc_gene_26755593_4"	"peripheral blood mononuclear cell"	"VAMP5"	"gene expression"	"up"	"MF59-adjuvanted"	"1"	"Days"	"time of vaccination (second dose)"	"1d (postboost)-0d (pre-imm)"	"2012"	"Fluad"	"VO_0004281"	""	"children (14-27m)"	"26755593"	"2016"	"Fig S5 (left)"	"<a href = 'http://www.pnas.org/lookup/suppl/doi:10.1073/pnas.1519690113/-/DCSupplemental' target='_blank'>DCSupplemental</a>"	"ATIV"	""	"https://www.ncbi.nlm.nih.gov/pubmed/26755593"	"children"	"14"	"27"	"months"	"4"	"49"	"VAMP5"	"40"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipc_gene_sig_26755593_4.txt"	"hipc_gene_sig_complete_26755593_4.txt"
""	"hipc_gene_26755593_4"	"2016.02"	"hipc_gene_26755593_4"	"peripheral blood mononuclear cell"	"IL15"	"gene expression"	"up"	"MF59-adjuvanted"	"1"	"Days"	"time of vaccination (second dose)"	"1d (postboost)-0d (pre-imm)"	"2012"	"Fluad"	"VO_0004281"	""	"children (14-27m)"	"26755593"	"2016"	"Fig S5 (left)"	"<a href = 'http://www.pnas.org/lookup/suppl/doi:10.1073/pnas.1519690113/-/DCSupplemental' target='_blank'>DCSupplemental</a>"	"ATIV"	""	"https://www.ncbi.nlm.nih.gov/pubmed/26755593"	"children"	"14"	"27"	"months"	"4"	"49"	"IL15"	"40"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipc_gene_sig_26755593_4.txt"	"hipc_gene_sig_complete_26755593_4.txt"
""	"hipc_gene_26755593_4"	"2016.02"	"hipc_gene_26755593_4"	"peripheral blood mononuclear cell"	"PSTPIP2"	"gene expression"	"up"	"MF59-adjuvanted"	"1"	"Days"	"time of vaccination (second dose)"	"1d (postboost)-0d (pre-imm)"	"2012"	"Fluad"	"VO_0004281"	""	"children (14-27m)"	"26755593"	"2016"	"Fig S5 (left)"	"<a href = 'http://www.pnas.org/lookup/suppl/doi:10.1073/pnas.1519690113/-/DCSupplemental' target='_blank'>DCSupplemental</a>"	"ATIV"	""	"https://www.ncbi.nlm.nih.gov/pubmed/26755593"	"children"	"14"	"27"	"months"	"4"	"49"	"PSTPIP2"	"40"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipc_gene_sig_26755593_4.txt"	"hipc_gene_sig_complete_26755593_4.txt"
""	"hipc_gene_26755593_4"	"2016.02"	"hipc_gene_26755593_4"	"peripheral blood mononuclear cell"	"SMCO4"	"gene expression"	"up"	"MF59-adjuvanted"	"1"	"Days"	"time of vaccination (second dose)"	"1d (postboost)-0d (pre-imm)"	"2012"	"Fluad"	"VO_0004281"	""	"children (14-27m)"	"26755593"	"2016"	"Fig S5 (left)"	"<a href = 'http://www.pnas.org/lookup/suppl/doi:10.1073/pnas.1519690113/-/DCSupplemental' target='_blank'>DCSupplemental</a>"	"ATIV"	""	"https://www.ncbi.nlm.nih.gov/pubmed/26755593"	"children"	"14"	"27"	"months"	"4"	"49"	"SMCO4"	"40"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipc_gene_sig_26755593_4.txt"	"hipc_gene_sig_complete_26755593_4.txt"
""	"hipc_gene_26755593_4"	"2016.02"	"hipc_gene_26755593_4"	"peripheral blood mononuclear cell"	"LHFPL2"	"gene expression"	"up"	"MF59-adjuvanted"	"1"	"Days"	"time of vaccination (second dose)"	"1d (postboost)-0d (pre-imm)"	"2012"	"Fluad"	"VO_0004281"	""	"children (14-27m)"	"26755593"	"2016"	"Fig S5 (left)"	"<a href = 'http://www.pnas.org/lookup/suppl/doi:10.1073/pnas.1519690113/-/DCSupplemental' target='_blank'>DCSupplemental</a>"	"ATIV"	""	"https://www.ncbi.nlm.nih.gov/pubmed/26755593"	"children"	"14"	"27"	"months"	"4"	"49"	"LHFPL2"	"40"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipc_gene_sig_26755593_4.txt"	"hipc_gene_sig_complete_26755593_4.txt"
""	"hipc_gene_26755593_4"	"2016.02"	"hipc_gene_26755593_4"	"peripheral blood mononuclear cell"	"CALHM6"	"gene expression"	"up"	"MF59-adjuvanted"	"1"	"Days"	"time of vaccination (second dose)"	"1d (postboost)-0d (pre-imm)"	"2012"	"Fluad"	"VO_0004281"	""	"children (14-27m)"	"26755593"	"2016"	"Fig S5 (left)"	"<a href = 'http://www.pnas.org/lookup/suppl/doi:10.1073/pnas.1519690113/-/DCSupplemental' target='_blank'>DCSupplemental</a>"	"ATIV"	""	"https://www.ncbi.nlm.nih.gov/pubmed/26755593"	"children"	"14"	"27"	"months"	"4"	"49"	"CALHM6"	"40"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipc_gene_sig_26755593_4.txt"	"hipc_gene_sig_complete_26755593_4.txt"
""	"hipc_gene_26755593_4"	"2016.02"	"hipc_gene_26755593_4"	"peripheral blood mononuclear cell"	"SCARF1"	"gene expression"	"up"	"MF59-adjuvanted"	"1"	"Days"	"time of vaccination (second dose)"	"1d (postboost)-0d (pre-imm)"	"2012"	"Fluad"	"VO_0004281"	""	"children (14-27m)"	"26755593"	"2016"	"Fig S5 (left)"	"<a href = 'http://www.pnas.org/lookup/suppl/doi:10.1073/pnas.1519690113/-/DCSupplemental' target='_blank'>DCSupplemental</a>"	"ATIV"	""	"https://www.ncbi.nlm.nih.gov/pubmed/26755593"	"children"	"14"	"27"	"months"	"4"	"49"	"SCARF1"	"40"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipc_gene_sig_26755593_4.txt"	"hipc_gene_sig_complete_26755593_4.txt"
""	"hipc_gene_26755593_4"	"2016.02"	"hipc_gene_26755593_4"	"peripheral blood mononuclear cell"	"ICAM1"	"gene expression"	"up"	"MF59-adjuvanted"	"1"	"Days"	"time of vaccination (second dose)"	"1d (postboost)-0d (pre-imm)"	"2012"	"Fluad"	"VO_0004281"	""	"children (14-27m)"	"26755593"	"2016"	"Fig S5 (left)"	"<a href = 'http://www.pnas.org/lookup/suppl/doi:10.1073/pnas.1519690113/-/DCSupplemental' target='_blank'>DCSupplemental</a>"	"ATIV"	""	"https://www.ncbi.nlm.nih.gov/pubmed/26755593"	"children"	"14"	"27"	"months"	"4"	"49"	"ICAM1"	"40"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipc_gene_sig_26755593_4.txt"	"hipc_gene_sig_complete_26755593_4.txt"
""	"hipc_gene_26755593_4"	"2016.02"	"hipc_gene_26755593_4"	"peripheral blood mononuclear cell"	"MYOF"	"gene expression"	"up"	"MF59-adjuvanted"	"1"	"Days"	"time of vaccination (second dose)"	"1d (postboost)-0d (pre-imm)"	"2012"	"Fluad"	"VO_0004281"	""	"children (14-27m)"	"26755593"	"2016"	"Fig S5 (left)"	"<a href = 'http://www.pnas.org/lookup/suppl/doi:10.1073/pnas.1519690113/-/DCSupplemental' target='_blank'>DCSupplemental</a>"	"ATIV"	""	"https://www.ncbi.nlm.nih.gov/pubmed/26755593"	"children"	"14"	"27"	"months"	"4"	"49"	"MYOF"	"40"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Victoria/361/2011(H3N2))"	"influenza B virus (B/Wisconsin/01/2010)"	"hipc_gene_sig_26755593_4.txt"	"hipc_gene_sig_complete_26755593_4.txt"
