""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comments"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subm_obs_id"	"uniq_obs_id"	"response_component_original"	"signature_file"	"complete_signature_file"
""	"hipc_gene_cor_19155521"	"2009.02"	"hipc_gene_cor_24"	"peripheral blood mononuclear cell"	"FANCG"	"gene expression"	"positively"	"none"	"7"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"3"	"152"	"FANCG"	"hipc_gene_cor_19155521_152.txt"	"hipc_gene_cor_complete_19155521_152.txt"
""	"hipc_gene_cor_19155521"	"2009.02"	"hipc_gene_cor_24"	"peripheral blood mononuclear cell"	"RNASEL"	"gene expression"	"positively"	"none"	"7"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"3"	"152"	"RNASEL"	"hipc_gene_cor_19155521_152.txt"	"hipc_gene_cor_complete_19155521_152.txt"
""	"hipc_gene_cor_19155521"	"2009.02"	"hipc_gene_cor_24"	"peripheral blood mononuclear cell"	"SLAMF1"	"gene expression"	"positively"	"none"	"7"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"3"	"152"	"SLAMF1"	"hipc_gene_cor_19155521_152.txt"	"hipc_gene_cor_complete_19155521_152.txt"
""	"hipc_gene_cor_19155521"	"2009.02"	"hipc_gene_cor_24"	"peripheral blood mononuclear cell"	"ADGRB3"	"gene expression"	"positively"	"none"	"7"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"3"	"152"	"BAI3"	"hipc_gene_cor_19155521_152.txt"	"hipc_gene_cor_complete_19155521_152.txt"
""	"hipc_gene_cor_19155521"	"2009.02"	"hipc_gene_cor_24"	"peripheral blood mononuclear cell"	"ALAS1"	"gene expression"	"positively"	"none"	"7"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"3"	"152"	"ALAS1"	"hipc_gene_cor_19155521_152.txt"	"hipc_gene_cor_complete_19155521_152.txt"
""	"hipc_gene_cor_19155521"	"2009.02"	"hipc_gene_cor_24"	"peripheral blood mononuclear cell"	"AURKA"	"gene expression"	"positively"	"none"	"7"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"3"	"152"	"AURKA"	"hipc_gene_cor_19155521_152.txt"	"hipc_gene_cor_complete_19155521_152.txt"
""	"hipc_gene_cor_19155521"	"2009.02"	"hipc_gene_cor_24"	"peripheral blood mononuclear cell"	"HIRIP3"	"gene expression"	"positively"	"none"	"7"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"3"	"152"	"HIRIP3"	"hipc_gene_cor_19155521_152.txt"	"hipc_gene_cor_complete_19155521_152.txt"
""	"hipc_gene_cor_19155521"	"2009.02"	"hipc_gene_cor_24"	"peripheral blood mononuclear cell"	"CD180"	"gene expression"	"positively"	"none"	"7"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"3"	"152"	"CD180"	"hipc_gene_cor_19155521_152.txt"	"hipc_gene_cor_complete_19155521_152.txt"
""	"hipc_gene_cor_19155521"	"2009.02"	"hipc_gene_cor_24"	"peripheral blood mononuclear cell"	"GGT5"	"gene expression"	"positively"	"none"	"7"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"3"	"152"	"GGTLA1"	"hipc_gene_cor_19155521_152.txt"	"hipc_gene_cor_complete_19155521_152.txt"
""	"hipc_gene_cor_19155521"	"2009.02"	"hipc_gene_cor_24"	"peripheral blood mononuclear cell"	"PFKP"	"gene expression"	"positively"	"none"	"7"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"3"	"152"	"PFKP"	"hipc_gene_cor_19155521_152.txt"	"hipc_gene_cor_complete_19155521_152.txt"
""	"hipc_gene_cor_19155521"	"2009.02"	"hipc_gene_cor_24"	"peripheral blood mononuclear cell"	"TPI1"	"gene expression"	"positively"	"none"	"7"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"3"	"152"	"TPI1"	"hipc_gene_cor_19155521_152.txt"	"hipc_gene_cor_complete_19155521_152.txt"
""	"hipc_gene_cor_19155521"	"2009.02"	"hipc_gene_cor_24"	"peripheral blood mononuclear cell"	"IL6"	"gene expression"	"positively"	"none"	"7"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"3"	"152"	"IL6"	"hipc_gene_cor_19155521_152.txt"	"hipc_gene_cor_complete_19155521_152.txt"
""	"hipc_gene_cor_19155521"	"2009.02"	"hipc_gene_cor_24"	"peripheral blood mononuclear cell"	"TNF"	"gene expression"	"positively"	"none"	"7"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"3"	"152"	"TNF"	"hipc_gene_cor_19155521_152.txt"	"hipc_gene_cor_complete_19155521_152.txt"
""	"hipc_gene_cor_19155521"	"2009.02"	"hipc_gene_cor_24"	"peripheral blood mononuclear cell"	"INHBA"	"gene expression"	"positively"	"none"	"7"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"3"	"152"	"INHBA"	"hipc_gene_cor_19155521_152.txt"	"hipc_gene_cor_complete_19155521_152.txt"
""	"hipc_gene_cor_19155521"	"2009.02"	"hipc_gene_cor_24"	"peripheral blood mononuclear cell"	"ARHGAP29"	"gene expression"	"positively"	"none"	"7"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"3"	"152"	"ARHGAP29"	"hipc_gene_cor_19155521_152.txt"	"hipc_gene_cor_complete_19155521_152.txt"
""	"hipc_gene_cor_19155521"	"2009.02"	"hipc_gene_cor_24"	"peripheral blood mononuclear cell"	"NTN1"	"gene expression"	"positively"	"none"	"7"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"3"	"152"	"NTN1"	"hipc_gene_cor_19155521_152.txt"	"hipc_gene_cor_complete_19155521_152.txt"
""	"hipc_gene_cor_19155521"	"2009.02"	"hipc_gene_cor_24"	"peripheral blood mononuclear cell"	"GML"	"gene expression"	"positively"	"none"	"7"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"3"	"152"	"GML"	"hipc_gene_cor_19155521_152.txt"	"hipc_gene_cor_complete_19155521_152.txt"
""	"hipc_gene_cor_19155521"	"2009.02"	"hipc_gene_cor_24"	"peripheral blood mononuclear cell"	"IMPA2"	"gene expression"	"negatively"	"none"	"7"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"4"	"153"	"IMPA2"	"hipc_gene_cor_19155521_153.txt"	"hipc_gene_cor_complete_19155521_153.txt"
""	"hipc_gene_cor_19155521"	"2009.02"	"hipc_gene_cor_24"	"peripheral blood mononuclear cell"	"RBMS2"	"gene expression"	"negatively"	"none"	"7"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"4"	"153"	"RBMS2"	"hipc_gene_cor_19155521_153.txt"	"hipc_gene_cor_complete_19155521_153.txt"
""	"hipc_gene_cor_19155521"	"2009.02"	"hipc_gene_cor_24"	"peripheral blood mononuclear cell"	"FUCA1"	"gene expression"	"negatively"	"none"	"7"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"4"	"153"	"FUCA1"	"hipc_gene_cor_19155521_153.txt"	"hipc_gene_cor_complete_19155521_153.txt"
""	"hipc_gene_cor_19155521"	"2009.02"	"hipc_gene_cor_24"	"peripheral blood mononuclear cell"	"ADD3"	"gene expression"	"negatively"	"none"	"7"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"4"	"153"	"ADD3"	"hipc_gene_cor_19155521_153.txt"	"hipc_gene_cor_complete_19155521_153.txt"
""	"hipc_gene_cor_19155521"	"2009.02"	"hipc_gene_cor_24"	"peripheral blood mononuclear cell"	"CXCL2"	"gene expression"	"negatively"	"none"	"7"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"4"	"153"	"CXCL2"	"hipc_gene_cor_19155521_153.txt"	"hipc_gene_cor_complete_19155521_153.txt"
""	"hipc_gene_cor_19155521"	"2009.02"	"hipc_gene_cor_24"	"peripheral blood mononuclear cell"	"HS3ST2"	"gene expression"	"negatively"	"none"	"7"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"4"	"153"	"HS3ST2"	"hipc_gene_cor_19155521_153.txt"	"hipc_gene_cor_complete_19155521_153.txt"
""	"hipc_gene_cor_19155521"	"2009.02"	"hipc_gene_cor_24"	"peripheral blood mononuclear cell"	"SLC43A1"	"gene expression"	"negatively"	"none"	"7"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"4"	"153"	"SLC43A1"	"hipc_gene_cor_19155521_153.txt"	"hipc_gene_cor_complete_19155521_153.txt"
""	"hipc_gene_cor_19155521"	"2009.02"	"hipc_gene_cor_24"	"peripheral blood mononuclear cell"	"LEF1"	"gene expression"	"negatively"	"none"	"7"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"4"	"153"	"LEF1"	"hipc_gene_cor_19155521_153.txt"	"hipc_gene_cor_complete_19155521_153.txt"
""	"hipc_gene_cor_19155521"	"2009.02"	"hipc_gene_cor_24"	"peripheral blood mononuclear cell"	"HPCAL1"	"gene expression"	"negatively"	"none"	"7"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"4"	"153"	"HPCAL1"	"hipc_gene_cor_19155521_153.txt"	"hipc_gene_cor_complete_19155521_153.txt"
""	"hipc_gene_cor_19155521"	"2009.02"	"hipc_gene_cor_24"	"peripheral blood mononuclear cell"	"KRT5"	"gene expression"	"negatively"	"none"	"7"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"4"	"153"	"KRT5"	"hipc_gene_cor_19155521_153.txt"	"hipc_gene_cor_complete_19155521_153.txt"
""	"hipc_gene_cor_19155521"	"2009.02"	"hipc_gene_cor_24"	"peripheral blood mononuclear cell"	"ARNTL2"	"gene expression"	"negatively"	"none"	"7"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"4"	"153"	"ARNTL2"	"hipc_gene_cor_19155521_153.txt"	"hipc_gene_cor_complete_19155521_153.txt"
""	"hipc_gene_cor_19155521"	"2009.02"	"hipc_gene_cor_24"	"peripheral blood mononuclear cell"	"GMEB1"	"gene expression"	"negatively"	"none"	"7"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"4"	"153"	"GMEB1"	"hipc_gene_cor_19155521_153.txt"	"hipc_gene_cor_complete_19155521_153.txt"
""	"hipc_gene_cor_19155521"	"2009.02"	"hipc_gene_cor_24"	"peripheral blood mononuclear cell"	"PMP22"	"gene expression"	"negatively"	"none"	"7"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"4"	"153"	"PMP22"	"hipc_gene_cor_19155521_153.txt"	"hipc_gene_cor_complete_19155521_153.txt"
""	"hipc_gene_cor_19155521"	"2009.02"	"hipc_gene_cor_24"	"peripheral blood mononuclear cell"	"CCND2"	"gene expression"	"positively"	"none"	"12"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"5"	"154"	"CCND2"	"hipc_gene_cor_19155521_154.txt"	"hipc_gene_cor_complete_19155521_154.txt"
""	"hipc_gene_cor_19155521"	"2009.02"	"hipc_gene_cor_24"	"peripheral blood mononuclear cell"	"LGALS2"	"gene expression"	"positively"	"none"	"12"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"5"	"154"	"LGALS2"	"hipc_gene_cor_19155521_154.txt"	"hipc_gene_cor_complete_19155521_154.txt"
""	"hipc_gene_cor_19155521"	"2009.02"	"hipc_gene_cor_24"	"peripheral blood mononuclear cell"	"IL1RN"	"gene expression"	"positively"	"none"	"12"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"5"	"154"	"IL1RN"	"hipc_gene_cor_19155521_154.txt"	"hipc_gene_cor_complete_19155521_154.txt"
""	"hipc_gene_cor_19155521"	"2009.02"	"hipc_gene_cor_24"	"peripheral blood mononuclear cell"	"CD1B"	"gene expression"	"positively"	"none"	"12"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"5"	"154"	"CD1B"	"hipc_gene_cor_19155521_154.txt"	"hipc_gene_cor_complete_19155521_154.txt"
""	"hipc_gene_cor_19155521"	"2009.02"	"hipc_gene_cor_24"	"peripheral blood mononuclear cell"	"FANCG"	"gene expression"	"positively"	"none"	"12"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"5"	"154"	"FANCG"	"hipc_gene_cor_19155521_154.txt"	"hipc_gene_cor_complete_19155521_154.txt"
""	"hipc_gene_cor_19155521"	"2009.02"	"hipc_gene_cor_24"	"peripheral blood mononuclear cell"	"RNASEL"	"gene expression"	"positively"	"none"	"12"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"5"	"154"	"RNASEL"	"hipc_gene_cor_19155521_154.txt"	"hipc_gene_cor_complete_19155521_154.txt"
""	"hipc_gene_cor_19155521"	"2009.02"	"hipc_gene_cor_24"	"peripheral blood mononuclear cell"	"SLAMF1"	"gene expression"	"positively"	"none"	"12"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"5"	"154"	"SLAMF1"	"hipc_gene_cor_19155521_154.txt"	"hipc_gene_cor_complete_19155521_154.txt"
""	"hipc_gene_cor_19155521"	"2009.02"	"hipc_gene_cor_24"	"peripheral blood mononuclear cell"	"ADGRB3"	"gene expression"	"positively"	"none"	"12"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"5"	"154"	"BAI3"	"hipc_gene_cor_19155521_154.txt"	"hipc_gene_cor_complete_19155521_154.txt"
""	"hipc_gene_cor_19155521"	"2009.02"	"hipc_gene_cor_24"	"peripheral blood mononuclear cell"	"ALAS1"	"gene expression"	"positively"	"none"	"12"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"correlated with antibody response"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"5"	"154"	"ALAS1"	"hipc_gene_cor_19155521_154.txt"	"hipc_gene_cor_complete_19155521_154.txt"
